DQN-LunarLanding,DQN-LunarLander
-37.005413987854325,-37.005413987854325
-5.548717420807748,-5.548717420807748
-99.81880525747022,-99.81880525747022
-252.56766299002382,-252.56766299002382
-99.62941745193159,-99.62941745193159
-97.01205824014505,-97.01205824014505
-63.53159384018274,-63.53159384018274
-50.390767599758945,-50.390767599758945
-150.63347082125478,-150.63347082125478
-359.5176661955451,-359.5176661955451
-266.2313982435906,-266.2313982435906
-135.36437871888808,-135.36437871888808
-118.66456706776125,-118.66456706776125
-101.83087364026721,-101.83087364026721
-184.04549062636,-184.04549062636
38.18805166703652,38.18805166703652
-310.68655305995776,-310.68655305995776
-217.06356597308348,-217.06356597308348
-93.25413974077549,-93.25413974077549
-50.92633999476742,-50.92633999476742
-47.072779228834534,-47.072779228834534
-33.694586717202085,-33.694586717202085
-44.211498287346764,-44.211498287346764
-34.75232221753778,-34.75232221753778
-91.5127190221202,-91.5127190221202
-51.35306170980481,-51.35306170980481
57.67307880293322,57.67307880293322
-27.12657695682671,-27.12657695682671
-43.04341698080117,-43.04341698080117
-88.48701364026545,-88.48701364026545
-139.82152679971185,-139.82152679971185
17.258216990524943,17.258216990524943
-60.60440549909609,-60.60440549909609
-32.26530805824562,-32.26530805824562
-241.90129720970236,-241.90129720970236
-113.52993005307859,-113.52993005307859
-73.66800548753295,-73.66800548753295
210.01004075478286,210.01004075478286
-234.1377891105797,-234.1377891105797
-207.13990985276257,-207.13990985276257
-102.35622350815795,-102.35622350815795
-21.826368170618522,-21.826368170618522
178.57682412013435,178.57682412013435
-70.62116703952972,-70.62116703952972
-93.84964430911042,-93.84964430911042
4.876710560831256,4.876710560831256
-52.20662200300103,-52.20662200300103
-88.8163465701505,-88.8163465701505
179.66682524137946,179.66682524137946
-213.47232211778356,-213.47232211778356
-107.68711730732934,-107.68711730732934
-217.300333604777,-217.300333604777
-46.66578010646986,-46.66578010646986
-163.52900480427888,-163.52900480427888
-229.05654101244352,-229.05654101244352
-242.58224080367293,-242.58224080367293
-207.5095809355973,-207.5095809355973
-98.26355997967933,-98.26355997967933
-315.4648062744567,-315.4648062744567
-117.54490026845176,-117.54490026845176
-55.06377818423048,-55.06377818423048
-52.99054487319196,-52.99054487319196
3.9758751433924813,3.9758751433924813
248.78810406372023,248.78810406372023
-237.97662675666876,-237.97662675666876
-144.31162647902255,-144.31162647902255
-262.68608412458343,-262.68608412458343
64.41375913528869,64.41375913528869
-88.58930774293576,-88.58930774293576
-83.77543243251095,-83.77543243251095
-3.5458287257202414,-3.5458287257202414
-287.7750739752829,-287.7750739752829
18.18016402661586,18.18016402661586
-270.0267991109009,-270.0267991109009
-98.50239455025721,-98.50239455025721
-38.99104978917073,-38.99104978917073
-14.173093986252038,-14.173093986252038
-13.147296810094318,-13.147296810094318
-5.235130962487752,-5.235130962487752
-29.304000179819322,-29.304000179819322
-39.334152680126586,-39.334152680126586
-44.839421197978766,-44.839421197978766
14.110507382334362,14.110507382334362
-5.49641438908393,-5.49641438908393
-20.142273829252673,-20.142273829252673
-2.371295388206239,-2.371295388206239
189.6239714483424,189.6239714483424
-9.260984126226314,-9.260984126226314
5.340963027034394,5.340963027034394
-22.640070247197116,-22.640070247197116
-24.856849603011202,-24.856849603011202
-11.600981392925249,-11.600981392925249
215.28343266517717,215.28343266517717
16.18420204363428,16.18420204363428
-5.583313076067608,-5.583313076067608
-88.6960704619404,-88.6960704619404
-73.27746470912751,-73.27746470912751
-100.50497336697661,-100.50497336697661
-51.27104334195989,-51.27104334195989
-2.432724859485641,-2.432724859485641
43.35651570725258,43.35651570725258
-309.05317534427843,-309.05317534427843
11.693217373789587,11.693217373789587
203.0866759228062,203.0866759228062
-42.23806800282594,-42.23806800282594
-64.5653022921656,-64.5653022921656
-31.052339855401527,-31.052339855401527
47.810032734368825,47.810032734368825
154.38825190257208,154.38825190257208
-55.735421382379585,-55.735421382379585
-70.60606974942223,-70.60606974942223
25.19934419162618,25.19934419162618
-15.60777193181008,-15.60777193181008
-44.979147175367274,-44.979147175367274
24.186036356530703,24.186036356530703
80.65754523814516,80.65754523814516
6.147927714462865,6.147927714462865
157.8735390877376,157.8735390877376
90.49694169775388,90.49694169775388
121.27147479743212,121.27147479743212
150.66679068360526,150.66679068360526
252.14011433888246,252.14011433888246
63.240787586259295,63.240787586259295
-97.61498254899061,-97.61498254899061
37.19084647891586,37.19084647891586
120.53597765903811,120.53597765903811
-35.61798859319824,-35.61798859319824
22.880328450566033,22.880328450566033
97.87784906016937,97.87784906016937
106.80600833756937,106.80600833756937
217.23399047419338,217.23399047419338
-53.24331050595822,-53.24331050595822
-8.564039525742317,-8.564039525742317
-4.076315817372716,-4.076315817372716
46.07817450895429,46.07817450895429
60.802031367088624,60.802031367088624
34.9775247446575,34.9775247446575
9.277865558318283,9.277865558318283
196.48187482059708,196.48187482059708
-60.120863024083945,-60.120863024083945
81.71837271890854,81.71837271890854
219.81094465567747,219.81094465567747
145.4949117298387,145.4949117298387
248.7529768761425,248.7529768761425
239.69926722435156,239.69926722435156
283.8626103206375,283.8626103206375
-20.70461178733032,-20.70461178733032
262.6696883696002,262.6696883696002
46.65981486371271,46.65981486371271
172.30751438693125,172.30751438693125
47.668438231054125,47.668438231054125
-8.48623387818543,-8.48623387818543
227.06953401209466,227.06953401209466
182.41986410152506,182.41986410152506
-20.14980263513415,-20.14980263513415
-3.6238054694289303,-3.6238054694289303
170.2906353206355,170.2906353206355
11.638631017723554,11.638631017723554
136.1245141202309,136.1245141202309
56.54047142764233,56.54047142764233
-31.820363436594377,-31.820363436594377
-65.4865321101301,-65.4865321101301
215.32921277524298,215.32921277524298
272.21415544896564,272.21415544896564
-55.83554153347286,-55.83554153347286
153.6573102533815,153.6573102533815
175.51820531853832,175.51820531853832
212.67980075532162,212.67980075532162
226.78636208363437,226.78636208363437
231.06201911752908,231.06201911752908
-47.036426051060744,-47.036426051060744
211.2019666954294,211.2019666954294
-1.572825476772735,-1.572825476772735
293.35260044702443,293.35260044702443
208.2972500044487,208.2972500044487
-17.896428869997806,-17.896428869997806
10.42179563089617,10.42179563089617
211.11551605933317,211.11551605933317
101.34846620257315,101.34846620257315
194.91282781873392,194.91282781873392
-11.86205614775636,-11.86205614775636
15.60659010721649,15.60659010721649
204.47510291178918,204.47510291178918
242.92538894870393,242.92538894870393
225.08211430778516,225.08211430778516
203.27429924091874,203.27429924091874
207.37431359894234,207.37431359894234
20.470221810435838,20.470221810435838
130.44323703056904,130.44323703056904
144.0419113868245,144.0419113868245
202.71047892843205,202.71047892843205
260.6600610075582,260.6600610075582
263.84133160191584,263.84133160191584
0.4172005384306203,0.4172005384306203
226.25482591593652,226.25482591593652
243.910929545934,243.910929545934
1.0167734719349397,1.0167734719349397
195.12886189844608,195.12886189844608
185.51705422076583,185.51705422076583
31.016513043872777,31.016513043872777
187.30892797449866,187.30892797449866
236.96200586843193,236.96200586843193
261.84876245789314,261.84876245789314
140.52014098061434,140.52014098061434
294.15263122613726,294.15263122613726
-197.64007043550075,-197.64007043550075
-68.1214056242293,-68.1214056242293
257.58472894262036,257.58472894262036
208.06017992717295,208.06017992717295
129.53267428916323,129.53267428916323
210.3083625179767,210.3083625179767
204.1537982335344,204.1537982335344
241.9917428101453,241.9917428101453
220.26667723838077,220.26667723838077
198.83990390149668,198.83990390149668
262.7120080049716,262.7120080049716
-203.41733268904525,-203.41733268904525
208.40318724481642,208.40318724481642
226.31819244762963,226.31819244762963
102.64153568788491,102.64153568788491
235.88561231142043,235.88561231142043
243.11463654914127,243.11463654914127
-67.96680804089539,-67.96680804089539
227.1492756015078,227.1492756015078
253.07978338477966,253.07978338477966
-8.200233928907153,-8.200233928907153
174.72236152733402,174.72236152733402
269.1891096725171,269.1891096725171
-32.92994838515877,-32.92994838515877
-73.65122218873978,-73.65122218873978
-24.30390274730084,-24.30390274730084
-24.6798608744095,-24.6798608744095
201.9213510827803,201.9213510827803
30.39051705161313,30.39051705161313
178.19583676864795,178.19583676864795
249.45459222739603,249.45459222739603
210.64168318474003,210.64168318474003
-72.16401240084497,-72.16401240084497
-218.78784581477015,-218.78784581477015
-257.21681163810393,-257.21681163810393
201.21432304192808,201.21432304192808
-98.26016636192087,-98.26016636192087
-81.31456332708711,-81.31456332708711
-340.5771919201946,-340.5771919201946
-163.62279669254931,-163.62279669254931
268.4676092107408,268.4676092107408
-257.47421287071495,-257.47421287071495
227.1236912492944,227.1236912492944
-176.4537935338514,-176.4537935338514
-126.48346545043596,-126.48346545043596
-180.2022112610927,-180.2022112610927
-200.54850829061755,-200.54850829061755
-233.39116524838278,-233.39116524838278
-105.38138275676947,-105.38138275676947
86.16594811093813,86.16594811093813
-201.4191114752059,-201.4191114752059
248.02165666634394,248.02165666634394
211.54453659934325,211.54453659934325
224.13039098617037,224.13039098617037
247.5564218370073,247.5564218370073
261.87617263802593,261.87617263802593
-442.8979395466757,-442.8979395466757
-205.61179583371984,-205.61179583371984
245.7727489097205,245.7727489097205
205.691299703874,205.691299703874
249.8453474772661,249.8453474772661
-28.236554094974323,-28.236554094974323
234.17567268498559,234.17567268498559
-70.2399977888642,-70.2399977888642
-131.22408018125884,-131.22408018125884
-95.93790960922381,-95.93790960922381
221.06333668393466,221.06333668393466
241.41001111706308,241.41001111706308
214.34645071190602,214.34645071190602
-429.1934273287155,-429.1934273287155
-22.381317924495548,-22.381317924495548
243.66892012382598,243.66892012382598
204.05375633819756,204.05375633819756
-388.47108726750537,-388.47108726750537
186.5240486660034,186.5240486660034
200.27810785186512,200.27810785186512
-246.76050108991836,-246.76050108991836
255.77301914784888,255.77301914784888
236.59834279942223,236.59834279942223
231.7896506910384,231.7896506910384
-252.10890177145177,-252.10890177145177
180.10488393490186,180.10488393490186
196.6067127711506,196.6067127711506
-30.13318217621807,-30.13318217621807
-140.9530697517608,-140.9530697517608
-123.99534297963194,-123.99534297963194
254.22269445890225,254.22269445890225
237.63437475119193,237.63437475119193
250.23270831796893,250.23270831796893
-8.359451975727666,-8.359451975727666
34.798103254024795,34.798103254024795
-12.324816029259907,-12.324816029259907
251.51943050681038,251.51943050681038
-52.52178274315257,-52.52178274315257
228.29813589896708,228.29813589896708
